id;title;description;release_year;age_certification;runtime;genre;countries;imdb_score;imdb_votes;cast
tm1178876;Battle: Freestyle;Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.;2022;;88;drama;NO;4.5;483.0;Lisa Teige, Fabian Svegaard Tapia, Ellen Dorrit Petersen, Morad Aziman, Georgia May Anta, Bao Andre Nguyen, Keiona, Léa Djyl, Lea Lavabre, Adeline Tayoro, Ola G. Furuseth, Christine Grace Szarkó, Philou, Salah Benlemqawanssa, Martine Mbock, Kevin Staincq, Ingvild Søderlind
tm1000037;Je suis Karl;After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.;2021;R;126;drama;CZ, DE;5.5;1283.0;Luna Wedler, Jannis Niewöhner, Milan Peschel, Edin Hasanović, Anna Fialová, Marlon Boess, Victor Boccard, Fleur Geffrier, Aziz Dyab, Mélanie Fouché, Elizaveta Maximová, Daniela Hirsh, Sara Sandeva, Christian Schwochow
tm844513;M8 - When Death Rescues Life;When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection.;2021;;84;drama;BR;7.0;688.0;Juan Paiva, Raphael Logam, Henri Pagnoncelli, Fabio Beltrão, Bruno Peixoto, Giulia Gayoso, Aílton Graça, João Acaiabe, Léa Garcia, Mariana Nunes, Lázaro Ramos, Zezé Motta, Malu Valle, Higor Campagnaro, Dhu Moraes, Aramis Trindade, Tatiana Tiburcio, Rocco Pitanga, Jeferson De
tm998238;El Ens Wa El Nems;The story follows a poor government employee who lands in a lot of trouble because of his father's profession, while he falls for a girl who tries to help him solve his problems.;2021;;120;scifi;EG;5.3;1297.0;Mohamed Henedi, Menna Shalabi, Amr Abdel Gelil, Sabrien, Sherif Desouqy, Bayoumi Fouad, Mahmoud Hafez, Soliman Eid, Arefa Abdel Rasoul, Donia Maher, Mohamed Gomaa, Salah Abdallah, Lobna Mahmoud, Okka, Hamad Fathy Abu ElReesh, Sherif Arafa
tm1107848;Making Malinche: A Documentary by Nacho Cano;Join the creative process behind Nacho Cano’s new musical based on the love story of Malinche and Hernán Cortés and the merging of their two worlds.;2021;;89;documentation;;4.9;45.0;Nacho Cano, Melissa Barrera, Thaddeus Pearson, Hans Zimmer, Armando Manzanero, Marta Hermida
tm950360;The Yin Yang Master;The world is on the verge of a devastating war with monsters who are coming to retrieve the Scaling Stone. Yin Yang Master Qingming's life is in danger and he travels to different worlds to prepare for the upcoming assaults. On his journey, Qingming finds that the key to all the calamities is embracing his hybrid identity of both human and monster.;2021;;113;drama;CN;;;Chen Kun, Zhou Xun, William Chan Wai-Ting, Qu Chuxiao, Wang Likun, Shen Yue, Wang Zixuan, Wu Xinzun, Liu Wenhuan, Wang Xiang, Li Weiran
tm1111595;A California Christmas: City Lights;Follows Callie and Joseph one year after they fell in love, now running a dairy farm and winery, but their romance is threatened when business and family obligations call Joseph back to the city.;2021;PG-13;105;drama;US;5.5;2231.0;Lorynn York, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Gunnar Anderson, Noah James, Raquel Dominguez, Laura James, Emelia Hartford, Julie Lancaster, Daniel Booko, Katelyn Epperly, Riley Dandy, Kane Lim, Elise Berggreen, Tony Panterra, Derrica Barbee, James Markham Hall Jr., Johnny Afshar, Will Dao, Shaun Paul Piccinino
tm1102570;Swallow;Set in the 1980s, Tolani Ajao is a bank secretary in Lagos, who finds herself persuaded by her friend Rose Adamson to enter the world of drug trafficking.;2021;;128;drama;;3.9;207.0;"Chioma Chukwuka Akpotha, Deyemi Okanlawon, ""Eniola Niyola Akinbo"", Ijeoma Grace Agu, Eniola Badmus, Kelvin Ikeduba, Offiong Edet, Mercy Aigbe, Olusegun Akinremi, Omotunde Adebowale David, Frank Donga, Kunle Afolayan"
tm1049317;Upcoming Summer;It tells the story of a girl who failed the college entrance exam and a young man who's a free soul.  Chen Chen failed the gaokao (National College Entrance Examination) while Zheng Yu Xing had to return to school because he missed the exams. The two ended up meeting because of a lie Chen Chen said and had to come up with a way to quell the doubts of their teachers and parents. Having met in their youth, they hold hands as they face different problems growing up and forge a deep friendship.;2021;;115;romance;CN;6.8;603.0;Leo Wu, Zhang Zifeng, Hao Lei, Zu Feng, Liu Xiaohai, Liu Dan, Tie Zhou, Leste Chen
tm1036797;Sardar Ka Grandson;A devoted grandson's mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.;2021;;140;drama;IN;4.2;4673.0;Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Kanwaljit Singh, Soni Razdan, John Abraham, Aditi Rao Hydari, Divya Seth Shah, Ravjeet Singh, Mahika Patiyal, Mehroos Mir, Kaashvie Nair
tm1000296;New Gods: Nezha Reborn;Three thousand years ago, the world was in turmoil and a great calamity befell both man and god. However, the dragons are not satisfied with their grudge against Nezha, and Li Yunxiang, who has the spirit of Nezha, cannot escape the fate of being killed by the dragons. With the East China Sea at stake, will Li Yunxiang be able to fight alongside Nezha's spirit and become a hero against the dragons? Will the people of East China Sea be saved?;2021;;116;action;CN;6.8;3443.0;Tianxiang Yang, He Zhang, Xuan Xiaoming, Shimeng Li, Keer Zhu, Zhenhe Ling, Ruoban Liu, Zhang Yaohan, Haoran Guo, Zengzhi Gao, Dashiell McGaha-Schletter, Jonny Siew, Zhang Zhe, Zhao Ji
tm1038025;Slay;In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.;2021;;93;comedy;ZA;3.7;108.0;Ramsey Nouah, Amanda Du-Pont, Dawn Thandeka King, Idris Sultan, Trevor Gumbi, Tumi Morake, Fabian Adeoye Lojede, Lilian Dube, Leroy Gopal, Enhle Mbali Mlotshwa, Joe Kazadi, Simphiwe Ngema, Kabomo Vilakazi, Adze Ugah
tm1063339;Lee Su-geun: The Sense Coach;Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.;2021;;45;comedy;KR;4.2;39.0;Lee Su-geun, Kim Joo-hyung
tm1082795;Lokillo: Nothing's the Same;Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.;2021;;64;comedy;CO;4.8;56.0;Yedinson Flórez, José Julián Gaviria, Yedinson Flórez
tm858287;Jersey;An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?;2022;;175;drama;IN;7.3;13330.0;Shahid Kapoor, Mrunal Thakur, Pankaj Kapur, Ronit Kamra, Rituraj Singh, Geetika Mehandru, Prit Kamani, Anjum Batra, Saurabh Pandey, Rudrashish Majumdar, Sunil Saraswat, Abhishek Madrecha, Sanjiv Chopra, Gowtam Tinnanuri
tm996479;Tuesdays And Fridays;Two millennials get into a relationship where they are allowed to meet only on 'Tuesdays & Fridays'.;2021;;106;romance;GB, IN;4.5;848.0;Jhataleka Malhotra, Anmol Thakeria Dhillon, Niki Aneja Walia, Zoa Morani, Reem Shaikh, Eklavey Kashyap, Karishma Bhandari, Aashim Gulati, Anuradha Patel, Parmeet Sethi, Taranveer Singh
tm1032950;The Last Kids on Earth: Happy Apocalypse to You;"Help Jack and his monster-battling friends make choices to stay alive -- and have some fun -- in this interactive ""Last Kids on Earth"" adventure!";2021;G;91;fantasy;CA;;;"Nick Wolfhard, Charles Demers, Montse Hernandez, Garland Whitt, Bruce Campbell, ""Catherine OHara"", Brian Drummond, Giles Panton, Steve Rolston"
tm959213;My Amanda;Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.;2021;;89;drama;PH;5.8;338.0;Alessandra de Rossi, Piolo Pascual, Luz Valdez, KC Montero, Alexander Medina, Helga Krapf, Joyce Ann Burton, Jess Mendoza, Alessandra de Rossi
tm1119015;Love Like the Falling Petals;Haruto Asakura falls in love with hairdresser Misaki Ariake and asks her out. Watching Misaki Ariake work hard to achieve what she wants, Haruto Asakura, who almost gave up his dream to become a photographer, begins to pursue his dream again, but Misaki Ariake is diagnosed with a disease that ages her 10x faster than normal.;2022;;128;romance;JP;6.5;603.0;Kento Nakajima, Honoka Matsumoto, Kento Nagayama, Yuki Sakurai, Shuntaro Yanagi, Yumi Wakatsuki, Jun Kaname, Hidekazu Mashima, Mitsuhiro Oikawa, Yoshihiro Fukagawa
tm989502;Wish You;Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other's lives.;2021;;101;drama;KR;6.4;1082.0;Kang In-soo, Lee Sang, Park Soo-bin, Baek Seo-bin, Sung Do-joon
tm1219931;Heart Parade;A careerist from Warsaw, who does not like dogs, has to go to Kraków for professional reasons, where she meets a charming widower, his son and their four-legged pet.;2022;;108;comedy;PL;5.0;683.0;Anna Próchniak, Michał Czernecki, Iwo Rajski, Piotr Rogucki, Monika Krzywkowska, Katarzyna Zielińska, Grzegorz Warchoł, Kamil Szeptycki, Leszek Piskorz, Ina Sobala, Vasyl Vasylyk, Maria Czerepinska, Tobiasz Wiercichowski, Mikolaj Bogusz, Kamil Studnicki, Robert Gulaczyk, Tomasz Schimscheiner, Matt Malecki, Tomasz Drabek, Jakub Rutkowski, Dorota Pomykała, Ewa Kolasińska, Filip Zylber
tm985747;I Missed You;A woman who was overwhelmed by work and had no time to imagine the future. Her paralyzed life was interrupted by a live-streaming man who always has fun in life and acts wildly, resulting in a series of fermentation processes.;2021;;96;drama;TW;5.8;277.0;Wu Kang-ren, Eve Ai, Fu Mengbo, Roy Chiu, Hsieh Ying Shiuan, 9m88, Hsin-Ling Chung, Yao-Jen Chang, Lin Mei-shiu, Ying-Hung Lee, Spark Chen, Joseph Huang, Ken Lin, Cammy Chiang, Mario Pu, Nina Liu, Liu Dai Ying, Philipp Tsai, Vera Yen, YELLOW, Heng-Yin Chou, Lung Hor, Heaven Hai, Johnmans, Chang-Hao Liu, Chou Min-fu, Wang Ming Tai, Chiago Liu, LilYoung, Toyoda Katsunari, Amber An, Mag Hsu, Chih-yen Hsu
tm1152323;Ms. Pat: Y'all Wanna Hear Something Crazy?;Ms. Pat finds laughter in the absurdities of parenting, pet lovers and very unfortunate lip trends as she unpacks a painful past with humor and honesty.;2022;R;54;comedy;US;6.1;224.0;Patricia Williams, Robert Townsend
tm1127479;Cobalt Blue;When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.;2022;;112;drama;IN;6.5;2088.0;Prateik Babbar, Neelay Mehendale, Anjali Sivaraman, Anant Joshi, Geetanjali Kulkarni, Shishir Sharma, Poornima Indrajith, Neil Bhoopalam, Sachin Kundalkar
tm1121098;Will You Marry?;Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fergus.;2021;;86;drama;PH;4.7;71.0;K Brosas, Elisse Joson, Alwyn Uytingco, Hannah Ledesma, Pio Balbuena, Anjo Yllana, Paul Lyderer, Jeanet Lang Bolvig, Deanie Mofjeld, Jesper S. Nielsen, Michael Cardeno, Veronica Velasco
tm920320;Lift Like a Girl;An intimate journey into the inner life of an aspiring athlete and the female weightlifting community of Alexandria. For 4 years, Zebiba goes through victories and defeats, including major losses that shape her, as she finds her way from dust to gold.;2021;;93;documentation;DK, EG, DE;7.7;227.0;"Captain Ramadan, Nahla Ramadan, Asmaa ""Zebiba"" Ramadan, Mayye Zayed"
tm1119172;Puff: Wonders of the Reef;A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.;2021;PG;59;documentation;AU, US;7.2;953.0;Rose Byrne, Nick Robinson
tm1025318;Ajeeb Daastaans;Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.;2021;;142;drama;IN;6.7;5984.0;Konkona Sen Sharma, Shefali Shah, Aditi Rao Hydari, Abhishek Banerjee, Nushrratt Bharuccha, Inayat Verma, Jaideep Ahlawat, Fatima Sana Shaikh, Armaan Ralhan, Manav Kaul, Sara Arjun, Tota Roy Chowdhury, Shreedhar Dubey, Arvind Pandey, Abhay Joshi, Shabnamn Vadhera, Meenal Kapoor, Maneesh Verma, Gyan Prakash, Bachan Pachera, Anita Kanwal, Neeraj Ghaywan, Raj Mehta, Kayoze Irani, Shashank Khaitan
tm1076198;Blue Dream: The Road to Wembley;"A docu-film that traces the victorious ride of Mancini's Azzurri, from the debut match to the final against England. A troupe lived with the Azzurri for a month, to bring the spectators into the lives of the players and all the members of the staff, between training sessions, matches, travels and celebrations. An adventure told through the voices of the protagonists, who confided dreams, joys, pains and hopes to the cameras. ""Blue Dream, the road to Wembley"" is the completion of a project started a year ago together with the FIGC, to tell the national team's approach to the European Championships through the 4 episodes aired in the days immediately preceding the European Championship, bringing the new television language of the docu-series to one of the most important time slots of the first generalist network. ""Blue Dream, the road to Wembley"" is a project of the New Formats Development Department";2021;;61;documentation;IT;7.0;898.0;Stefano Accorsi, Roberto Mancini, Marco Verratti, Ciro Immobile, Lorenzo Insigne, Gianluigi Donnarumma, Manuele Mandolesi
tm1198745;Marmaduke;A legendary dog trainer believes he can transform Marmaduke from an undisciplined, but lovable dog, into the first Great Dane to win the World Dog Championship.;2022;;88;animation;US;3.1;3867.0;Pete Davidson, J.K. Simmons, Julie Nathanson, David Koechner, Jason Anthony, Shelby Young, Sabra May, Terri Douglas, Andrew Morgado, Fred Tatasciore, Stephen Stanton, Nika Futterman, Mark A.Z. Dippé
tm997617;Love or Money;After being swept off her feet by a persistent Leon, ambitious Angel must choose between true love and her dreams of a luxurious life.;2021;;116;romance;PH;6.1;126.0;Angelica Panganiban, Coco Martin, Gelli De Belen, Ketchup Eusebio, Cai Cortez, Matet De Leon, Dante Rivero, Teresa Loyzaga, Norm McLeod, Pinky Amador, Cheska Iñigo, Jeremiah Lisbo, Mae Cruz-Alviar
tm1102856;The Four of Us;After their partner swap experiment takes a turn, four friends arrive at a remote beach hut to face the fallout and purge themselves of deeper truths.;2021;;88;comedy;DE;5.3;1236.0;Nilam Farooq, Jonas Nay, Paula Kalenberg, Louis Nitsche, Tim Oliver Schultz, Janina Elkin, Paula Paul, Florian Gottschick
tm987730;Tribhanga;When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.;2021;;95;drama;IN;6.2;3048.0;Kajol, Tanvi Azmi, Mithila Palkar, Kunaal Roy Kapur, Vaibhav Tatwawadi, Manav Gohil, Kanwaljit Singh, Shweta Mehendale, Renuka Shahane
tm1064988;Zero to Hero;Biopic tribute to So Wa Wai, Hong Kong's first Paralympic athlete to win gold. Even if you start at a disadvantage, you can still be first across the finish line.;2021;;102;drama;HK;6.7;1006.0;Sandra Ng Kwun-Yu, Louis Cheung, Leung Chung Hang, Mason Fung Ho-Yeung, Tony Wu, Chin Siu-ho, Yeung Wai-Lun, Ng Siu-Hin, Billy Luk, Chung Suet-Ying, Locker Lam Ka-Hei, Mak Pui-Tung, Wan Chi-Man
tm1039168;Cinema Bandi;A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.;2021;;98;drama;IN;7.9;2599.0;Sirivennela Yanamandhala, Sandeep Varanasi, Trishara, Sindhu Sreenivasa Murthy, Munivenkatapa, Uma Yg, Vikas Vasistha, Rag Mayur, Praveen Kandregula
tm834847;Seal Team;Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.;2021;;101;comedy;ZA;5.6;1567.0;Jessie T. Usher, J.K. Simmons, Matthew Rhys, Kristen Schaal, Patrick Warburton, Sharlto Copley, Camille Mana, John Kani, Dolph Lundgren, Seal, Bumper Robinson, Richard Steven Horvitz, Catherine Taber, Rodger Bumpass, Bill Farmer, Anjali Bhimani, Bob Bergen, Jenny Yokobori, Jan Johns, Kate Micucci, Daran Norris, Secunda Wood, Rick Zieff, Vivienne Rutherford, Julian Smith, Matthew Mercer, Julia Anastasopoulos, Greig Cameron, Rob van Vuuren, Louw Venter, Tarryn Wyngaard, Jody J. Abrahams, Zolani Mahola, Greig Cameron
tm839479;Fan Girl;A starstruck girl sneaks into an actor’s house and discovers a horrifying truth about her idol.;2021;;100;drama;PH;6.6;707.0;Charlie Dizon, Paulo Avelino, Camille Penaverde, Sheenly Gener, Gie Onida, Bea Alonzo, Micko Laurente, Milo Elmido Jr., Aikah Agnote, Cristine Calawod, Marjorie Lorico, Jack Alimbuyugin, Mina Cruz, Joshua Cabiladas, Melvin Garcia, Antoinette Jadaone
tm1109843;Meenakshi Sundareshwar;Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups — and hilarity — that arise from their long-distance marriage.;2021;;141;comedy;IN;7.0;17871.0;Sanya Malhotra, Abhimanyu Dasani, Purnendu Bhattacharya, Shivkumar Subramaniam, Mahesh Pillai, Sonali Sachdev, Ritika Shrotri, Nivedita Bhargava, Komal Chhabria, Manoj Mani Mathew, Archana Iyer, Kalp Shah, Varun Shashi Rao, Sukesh Arora, Danish Sood, Saurabh Sharma, Khuman Nongyai, Chetan Sharma, Vivek Soni
tm1217689;Yuri Marçal: Honest Mistake;From sharing his unique views on family, race and religion to detailing an online rift that blew up, Brazilian comedian Yuri Marçal isn't holding back.;2022;;59;comedy;;6.7;60.0;Yuri Marçal, Fabio Ock, Riccardo Melchiades
tm475638;Luccas Neto em: Uma Babá Muito Esquisita;Luccas and Gi forgot about Mother's Day and now they need to find a special present. Get together with the brothers and their freaky babysitter in this new adventure!;2021;;75;comedy;BR;3.3;39.0;Luccas Neto, Vivian Duarte, Giovanna Alparone, Roni Ficher, Alex Teix, Lucas Margutti, Lucas Margutti
tm1013111;1000 Miles from Christmas;A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.;2021;;102;family;ES;5.8;1820.0;Tamar Novas, Verónica Forqué, Andrea Ros, Peter Vives, Fermí Reixach, Yan Huang, Daniel Barea Cabrera, Sergio Pozo, Natalia Agüero Avecilla, Álvaro Fernández Armero
tm869475;Pagglait;Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives, and a startling discovery about her late husband.;2021;;114;comedy;IN;6.9;9694.0;Sanya Malhotra, Shruti Sharma, Chetan Sharma, Ashutosh Rana, Sheeba Chaddha, Raghubir Yadav, Natasha Rastogi, Rajesh Tailang, Meghna Malik, Jameel Khan, Ananya Khare, Yamini Singh, Saroj Singh, Sayani Gupta, Ashlesha Thakur, Aasif Khan, Sharib Hashmi, Sachin Chaudhary, Nakul Roshan Sandev, Bhupesh Pandya, Umesh Bist
tm975741;Octonauts: The Ring of Fire;"In this film's adventure, a volcano erupts suddenly, suddenly awakening the Pacific Ocean floor of hundreds of volcanoes composed of the ""ring of fire"", this sudden event quickly turned into a global catastrophe.  The volcanic clusters that are about to erupt en masse threaten the horned whales washed ashore by the tsunami, the cap penguins living in the volcanic islands, the equipment of the small column maintenance station, the food planted by plant fish in the marine farms... Not to mention the plants and animals that live in the crater all year after year!";2021;G;72;family;CN, GB;6.5;158.0;Simon Greenall, Paul Panting, Jo Wyatt, Keith Wickham, Michael C. Murphy, Helen Walsh, Teresa Gallagher, Rob Rackstraw, Blair Simmons
tm1183542;Mishan Impossible;Three little kids from Vadamalapeta want to hunt down Dawood Ibrahim and claim prize money. An investigative reporter and her sidekicks want to bring down a child trafficking nexus. How does this motley crew cross paths?;2022;;129;comedy;IN;6.5;915.0;Taapsee Pannu, Hareesh Peradi, Rishab Shetty, Harsh Roshan, Bhanu Prakashan, Jayateertha Molugu, Ravindra Vijay, Manikanta Varanasi, Suhas, Sandeep Raj, Naveen Polishetty, Harshavardhan, Saranya Pradeep, Viva Harsha, Kishore Kumar Polimera, Satyam Rajesh, Swaroop RSJ
tm1099320;Convergence: Courage in a Crisis;Activists and volunteers work through the darkest days of 2020, galvanizing social change amidst chaos as governments start to fail local communities. This epic, globally spanning and deeply passionate documentary serves as a clarion call that great change can be born of crisis.;2021;R;113;documentation;GB, US;5.9;278.0;Wenhua Lin, Sara Khaki, Mohammad Rezi Eyni, Orlando von Einsiedel
tm886188;Caught by a Wave;A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.;2021;;99;romance;IT;5.8;1398.0;Elvira Camarrone, Christian Roberto, Vincenzo Amato, Donatella Finocchiaro, Corrado Invernizzi, Manuela Ventura, Sofia Migliara, Angelica Alleruzzo, Marta Parisi, Massimiliano Camaiti
tm1122095;A Naija Christmas;A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.;2021;;121;comedy;NG;4.9;414.0;Rachel Oniga, Kunle Remi, Segilola Ogidan, Efa Iwara, Linda Osifo, alvin abayomi, Carol King, Lateef Adedimeji, Uzoamaka Aniunoh, Jude Chukwuka, Kunle Afolayan
tm851599;Tersanjung: The Movie;After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.;2021;;114;drama;ID;6.0;228.0;Clara Bernadeth, Giorgino Abraham, Kevin Ardilova, Kinaryosih, Nugie, Ari Wibowo, Feby Febiola, Djenar Maesa Ayu, Marthino Lio, Allya Syakila, Ernanto Kusumo, Sacha Stevenson, Endhita, Jenny Zhang, Bebe Gracia, Ismail Basbeth, Hanung Bramantyo
tm840723;Ramprasad Ki Tehrvi;Ramprasad's entire family gathers under one roof for 13 days after his death, to perform and observe the Hindu traditions and rituals called the tehrvi. During the course, the family’s dynamics, politics, and insecurities come out, and then they realise that the importance of people and things are only evident in retrospect.;2021;;106;drama;IN;7.5;5745.0;Naseeruddin Shah, Parambrata Chatterjee, Konkona Sen Sharma, Manoj Pahwa, Vinay Pathak, Supriya Pathak, Sarika Singh, Vineet Kumar, Vikrant Massey, Deepika Amin, Ninad Kamat, Rajendra Gupta, Pushpa Joshi, Shrikant Verma, Brijendra Kala, Alka Kaushal, Sadiya Siddiqui, Divya Jagdale, Anubha Fatehpura, Manukriti Pahwa, Yamini Das, Seema Pahwa
tm922407;Kilometers and Kilometers;When a debt-ridden man reluctantly agrees to drive an American tourist around India, their stark differences lead to bickering… and unexpected bonding.;2021;;129;action;IN;6.4;1682.0;Tovino Thomas, India Jarvis, Joju George, Sidhartha Siva, Basil Joseph, Sudheesh, Maala Parvathi, Pauly Valsan, Raghavan, Mamitha Baiju, Muthumani Somasundaran, Jeo Baby, Sinu Sidharth, Suresh Babu, Jeo Baby
tm1024535;The Guardian;After the shocking suicide of a young pop star, her backup singer finds herself living a parallel life. But is her success earned, or is it being aided by occult forces?;2021;;127;music;VN;5.7;405.0;Trúc Anh, Amee, Salim, Samuel An, Trọng Trinh, Thanh Thủy, Nguyen Anh Dung, Thu Vu, Tran Le Nguyen, Thuy Kieu, Victor Vũ
tm824488;The Art of Incarceration;Narrated by Uncle Jack Charles and seen through the eyes of Indigenous prisoners at Victoria’s Fulham Correctional Centre, this documentary explores how art and culture can empower Australia's First Nations people to transcend their unjust cycles of imprisonment.;2022;;90;documentation;AU;7.8;38.0;Jack Charles, Robby Wirramanda, Christopher Austin, Troy, Alex Siddons
tm988801;June & Kopi;A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as he adjusts to his new, loving home.;2021;;91;drama;ID;6.3;604.0;Acha Septriasa, Ryan Delon, Makayla Rose, TJ, Noviandra Santosa
tm1187638;Ronny Chieng: Speakeasy;Ronny shares his journey during the pandemic, race relations, cancel culture and some stories from his experiences as a comic.;2022;;60;comedy;US;6.3;1413.0;Ronny Chieng, Sebastian DiNatale
tm846586;Layla Majnun;While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work — but her arranged marriage stands in the way.;2021;;119;drama;ID;6.1;295.0;Reza Rahadian, Acha Septriasa, Baim Wong, Dian Nitami, Beby Tsabina, Uli Herdinansyah, Natasha Rizki, Eriska Rein, Landung Simatupang, August Melasz, Chantiq Schagerl, Angelia Livie, Aida Cabiyeva, Murad İsmayıl, Nadya Arina, Augie Fantinus, Monty Tiwa
tm1269086;L.O.L. Surprise! Winter Fashion Show;The collection with which Neonlicious was to make her debut mysteriously disappears. Now you have to use all your creativity and improvise new designs for the big parade!;2022;;60;animation;US;7.2;24.0;Sabrina Fest, Nerida Bronwen, Ruby Barrios, Randi DeMarco, Hillary Jones, Alex Cazares, Paris Dunbar, John Kafka
tm1065041;The Seven Deadly Sins: Cursed by Light;"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.";2021;PG-13;79;animation;JP;6.3;1136.0;Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Yuuhei Takagi, Maaya Sakamoto, Tomokazu Sugita, Yuichi Nakamura, Shinichiro Kamio, Kana Kurashina, Takayuki Hamana
tm998678;Aelay;An embittered son returns to his native village to perform the final rites of his dead father.;2021;;153;comedy;IN;;;Samuthirakani, K. Manikandan, Madhumathi, Deepa Shankar, Halitha Shameem
tm1232634;Sniper: Rogue Mission;When a crooked federal agent is involved in a human sex trafficking ring, Sniper and CIA Rookie Brandon Beckett goes rogue, teaming up with his former allies Homeland Security Agent Zero and assassin Lady Death to uncover the corrupt agent and take down the criminal organization.;2022;R;96;action;US;4.5;1044.0;Chad Michael Collins, Ryan Robbins, Sayaka Akimoto, Josh Brener, Dennis Haysbert, Brendan Sexton III, Jocelyn Hudon, CindyMarie Small, Solange Sookram, Shannon Guile, Oliver Thompson
tm1251430;Barbie: Mermaid Power;"Barbie ""Malibu"" Roberts and Barbie ""Brooklyn"" Roberts turn into mermaids to save a sea kingdom in an epic underwater adventure.";2022;;65;animation;US;5.5;175.0;America Young, Tatiana Varria, Kirsten Day, Tiana Camacho, Melanie Minichino, Madelyn Kratzer, Johnny Yong Bosch, Vivian Lu, Natalie Lashkari, Cassandra Lee Morris, Cassidy Naber, Angela Lee Sloan, Jabez Zuniga, Ron Myrick
tm1247524;Ivy + Bean: The Ghost That Had to Go;Cold, white mist. Clanking pipes. And an eerie voice that's coming from the drain. Is the school bathroom... haunted? Ivy and Bean are on the case!;2022;G;62;comedy;US;5.6;181.0;Keslee Blalock, Madison Skye Validum, Lidya Jewett, Nia Vardalos, Garfield Wilson, Marci T. House, Jaycie Dotin, Innocent Ekakitie, Mia SwamiNathan, Ava Marchfelder, Roman Pesino, Jesse Gervasi, Claire Smid, Sasha Pieterse, Jane Lynch, Elissa Down
tm1080406;Barbie: Big City, Big Dreams;Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.;2021;;62;animation;US;5.7;398.0;America Young, Amber Eliese May, Greg Chun, Daniel Mk Cohen, Kirsten Day, Giselle Fernández, Lisa Fuson, Emma Adele Galvin, Cassandra Lee Morris, Ritesh Rajan, Cassidy Naber, Cristina Milizia, Dinora Walcott, Joshua Tomar, Scott Pleydell-Pearce
